Scode,ShortName,IndustryName,IndustryCode,Trdwnt,Date,Wretnd,sz_all,sz_50,SVI_code,SVI_All,Numpstisten_A,Numneusten_A,Numnegasten_A,Numsten_A,Tpostnum_G,Pospostnum_G,Negpostnum_G,Neupostnum_G,Readnum_G,Commentnum_G
601211,国泰君安,资本市场服务,J67,2016-38,2016-09-14 00:00:00,-0.018991,-0.6833,-0.7601,,,,,,,,,,,,
601288,农业银行,货币金融服务,J66,2016-38,2016-09-14 00:00:00,-0.025078,-0.6833,-0.7601,,,,,,,,,,,,
601318,中国平安,保险业,J68,2016-38,2016-09-14 00:00:00,-0.032713,-0.6833,-0.7601,,,,,,,,,,,,
601328,交通银行,货币金融服务,J66,2016-38,2016-09-14 00:00:00,-0.033333,-0.6833,-0.7601,,,,,,,,,,,,
601336,新华保险,保险业,J68,2016-38,2016-09-14 00:00:00,-0.04154,-0.6833,-0.7601,,,,,,,,,,,,
601377,兴业证券,资本市场服务,J67,2016-38,2016-09-14 00:00:00,-0.035623,-0.6833,-0.7601,,,,,,,,,,,,
601390,中国中铁,土木工程建筑业,E48,2016-38,2016-09-14 00:00:00,-0.038208,-0.6833,-0.7601,,,,,,,,,,,,
601398,工商银行,货币金融服务,J66,2016-38,2016-09-14 00:00:00,-0.024554,-0.6833,-0.7601,,,,,,,,,,,,
601601,中国太保,保险业,J68,2016-38,2016-09-14 00:00:00,-0.031973,-0.6833,-0.7601,,,,,,,,,,,,
601628,中国人寿,保险业,J68,2016-38,2016-09-14 00:00:00,-0.028999,-0.6833,-0.7601,,,,,,,,,,,,
601668,中国建筑,土木工程建筑业,E48,2016-38,2016-09-14 00:00:00,-0.04186,-0.6833,-0.7601,,,,,,,,,,,,
601669,中国电建,土木工程建筑业,E48,2016-38,2016-09-14 00:00:00,-0.015699,-0.6833,-0.7601,,,,,,,,,,,,
601688,华泰证券,资本市场服务,J67,2016-38,2016-09-14 00:00:00,-0.071856,-0.6833,-0.7601,,,,,,,,,,,,
601766,中国中车,铁路、船舶、航空航天和其它运输设备制造业,C37,2016-38,2016-09-14 00:00:00,-0.02043,-0.6833,-0.7601,,,,,,,,,,,,
601788,光大证券,资本市场服务,J67,2016-38,2016-09-14 00:00:00,-0.034483,-0.6833,-0.7601,,,,,,,,,,,,
601800,中国交建,土木工程建筑业,E48,2016-38,2016-09-14 00:00:00,-0.046036,-0.6833,-0.7601,,,,,,,,,,,,
601818,光大银行,货币金融服务,J66,2016-38,2016-09-14 00:00:00,-0.031169,-0.6833,-0.7601,,,,,,,,,,,,
601857,中国石油,石油和天然气开采业,B07,2016-38,2016-09-14 00:00:00,-0.018868,-0.6833,-0.7601,,,,,,,,,,,,
601901,方正证券,资本市场服务,J67,2016-38,2016-09-14 00:00:00,-0.029294,-0.6833,-0.7601,,,,,,,,,,,,
601985,中国核电,电力、热力生产和供应业,D44,2016-38,2016-09-14 00:00:00,-0.011905,-0.6833,-0.7601,,,,,,,,,,,,
601988,中国银行,货币金融服务,J66,2016-38,2016-09-14 00:00:00,-0.02907,-0.6833,-0.7601,,,,,,,,,,,,
601989,中国重工,铁路、船舶、航空航天和其它运输设备制造业,C37,2016-38,2016-09-14 00:00:00,-0.045386,-0.6833,-0.7601,,,,,,,,,,,,
601998,中信银行,货币金融服务,J66,2016-38,2016-09-14 00:00:00,-0.042414,-0.6833,-0.7601,,,,,,,,,,,,
600000,浦发银行,货币金融服务,J66,2016-39,2016-09-23 00:00:00,0.004878,-0.2767,-0.2003,,,,,,,214,66,29,119,265423,660
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2016-39,2016-09-23 00:00:00,0.014493,-0.2767,-0.2003,9250,23456,,,,,253,76,56,121,330996,321
600015,华夏银行,货币金融服务,J66,2016-39,2016-09-23 00:00:00,0.015015,-0.2767,-0.2003,3305,76924,,,,,215,72,51,92,150962,112
600016,民生银行,货币金融服务,J66,2016-39,2016-09-23 00:00:00,0.007519,-0.2767,-0.2003,5954,166990,,,,,120,47,17,56,125584,75
600018,上港集团,水上运输业,G55,2016-39,2016-09-23 00:00:00,-0.003788,-0.2767,-0.2003,6342,14131,,,,,98,38,18,42,84651,85
600028,中国石化,石油和天然气开采业,B07,2016-39,2016-09-23 00:00:00,0.014198,-0.2767,-0.2003,8005,34904,,,,,199,74,37,88,185263,229
600029,南方航空,航空运输业,G56,2016-39,2016-09-23 00:00:00,0.012712,-0.2767,-0.2003,7070,105558,,,,,223,59,57,107,212909,203
600030,中信证券,资本市场服务,J67,2016-39,2016-09-23 00:00:00,-0.002471,-0.2767,-0.2003,11291,53118,,,,,492,100,126,266,375120,495
600036,招商银行,货币金融服务,J66,2016-39,2016-09-23 00:00:00,0.025086,-0.2767,-0.2003,4085,432119,,,,,63,25,12,26,46728,31
600048,保利地产,房地产业,K70,2016-39,2016-09-23 00:00:00,-0.001027,-0.2767,-0.2003,8158,38196,,,,,284,87,57,140,235740,582
600050,中国联通,电信、广播电视和卫星传输服务,I63,2016-39,2016-09-23 00:00:00,0.02445,-0.2767,-0.2003,8470,174230,,,,,175,60,35,80,207883,141
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2016-39,2016-09-23 00:00:00,0.00911,-0.2767,-0.2003,7572,20127,,,,,229,62,50,117,219614,256
600104,上汽集团,汽车制造业,C36,2016-39,2016-09-23 00:00:00,0.020331,-0.2767,-0.2003,3649,19361,,,,,103,29,25,49,66778,114
600109,国金证券,资本市场服务,J67,2016-39,2016-09-23 00:00:00,0.003956,-0.2767,-0.2003,3770,19522,,,,,113,25,42,46,117311,130
600111,北方稀土,有色金属冶炼及压延加工业,C32,2016-39,2016-09-23 00:00:00,-0.005525,-0.2767,-0.2003,9757,22286,,,,,308,78,89,141,255824,340
600150,中国船舶,铁路、船舶、航空航天和其它运输设备制造业,C37,2016-39,2016-09-23 00:00:00,-0.009528,-0.2767,-0.2003,5079,14178,,,,,336,97,103,136,206392,490
600256,广汇能源,石油和天然气开采业,B07,2016-39,2016-09-23 00:00:00,-0.011962,-0.2767,-0.2003,5986,15240,,,,,465,112,137,216,400519,505
600406,国电南瑞,软件和信息技术服务业,I65,2016-39,2016-09-23 00:00:00,0.043562,-0.2767,-0.2003,4385,14931,,,,,69,19,13,37,76241,83
600485,信威集团,计算机、通信和其他电子设备制造业,C39,2016-39,2016-09-23 00:00:00,-0.010753,-0.2767,-0.2003,8655,21821,,,,,554,105,142,307,836964,745
600518,康美药业,医药制造业,C27,2016-39,2016-09-23 00:00:00,0.007435,-0.2767,-0.2003,6859,26108,,,,,194,51,47,96,289793,206
600519,贵州茅台,酒、饮料和精制茶制造业,C15,2016-39,2016-09-23 00:00:00,-0.006309,-0.2767,-0.2003,6319,22636,,,,,200,77,30,93,163955,133
600547,山东黄金,有色金属矿采选业,B09,2016-39,2016-09-23 00:00:00,0.00879,-0.2767,-0.2003,7968,36726,,,,,415,125,70,220,458922,776
600583,海油工程,开采辅助活动,B11,2016-39,2016-09-23 00:00:00,-0.004323,-0.2767,-0.2003,4122,10696,,,,,69,16,22,31,72753,71
600585,海螺水泥,非金属矿物制品业,C30,2016-39,2016-09-23 00:00:00,0.001786,-0.2767,-0.2003,4004,12895,,,,,107,44,34,29,79652,114
600637,东方明珠,电信、广播电视和卫星传输服务,I63,2016-39,2016-09-23 00:00:00,0.00157,-0.2767,-0.2003,4896,38963,,,,,,,,,,
600690,青岛海尔,电气机械及器材制造业,C38,2016-39,2016-09-23 00:00:00,0.037811,-0.2767,-0.2003,8671,25101,,,,,315,84,61,170,498680,607
600795,国电电力,电力、热力生产和供应业,D44,2016-39,2016-09-23 00:00:00,-0.003333,-0.2767,-0.2003,7259,21385,,,,,186,45,58,83,135771,207
600837,海通证券,资本市场服务,J67,2016-39,2016-09-23 00:00:00,-0.002509,-0.2767,-0.2003,3979,26701,,,,,146,40,37,69,112481,80
600893,中航动力,铁路、船舶、航空航天和其它运输设备制造业,C37,2016-39,2016-09-23 00:00:00,-0.003713,-0.2767,-0.2003,4262,12349,,,,,91,35,15,41,88628,68
600958,东方证券,资本市场服务,J67,2016-39,2016-09-23 00:00:00,-0.00738,-0.2767,-0.2003,2401,13869,,,,,141,42,38,61,88462,42
600999,招商证券,资本市场服务,J67,2016-39,2016-09-23 00:00:00,0.012216,-0.2767,-0.2003,2781,25705,,,,,43,17,5,21,57663,64
601006,大秦铁路,铁路运输业,G53,2016-39,2016-09-23 00:00:00,0.011327,-0.2767,-0.2003,3160,11120,,,,,312,124,92,96,191612,310
601088,中国神华,煤炭开采和洗选业,B06,2016-39,2016-09-23 00:00:00,0.022819,-0.2767,-0.2003,4320,12600,,,,,130,49,13,68,136999,149
601166,兴业银行,货币金融服务,J66,2016-39,2016-09-23 00:00:00,0.015893,-0.2767,-0.2003,4427,149794,,,,,118,33,22,63,110879,108
601169,北京银行,货币金融服务,J66,2016-39,2016-09-23 00:00:00,0.004405,-0.2767,-0.2003,3222,50918,,,,,94,36,17,41,113144,164
601186,中国铁建,土木工程建筑业,E48,2016-39,2016-09-23 00:00:00,0.004381,-0.2767,-0.2003,5370,23196,,,,,285,86,71,128,228742,205
601198,东兴证券,资本市场服务,J67,2016-39,2016-09-23 00:00:00,0.000919,-0.2767,-0.2003,2691,15536,,,,,154,26,54,74,85527,88
601211,国泰君安,资本市场服务,J67,2016-39,2016-09-23 00:00:00,-0.002765,-0.2767,-0.2003,3771,36926,,,,,203,41,59,103,156449,104
601288,农业银行,货币金融服务,J66,2016-39,2016-09-23 00:00:00,0.012862,-0.2767,-0.2003,6532,403210,,,,,89,32,15,42,61976,55
601318,中国平安,保险业,J68,2016-39,2016-09-23 00:00:00,0.017201,-0.2767,-0.2003,7617,76468,,,,,183,59,28,96,220188,184
601328,交通银行,货币金融服务,J66,2016-39,2016-09-23 00:00:00,0.010889,-0.2767,-0.2003,3952,292373,,,,,135,37,46,52,140141,145
601336,新华保险,保险业,J68,2016-39,2016-09-23 00:00:00,0.021183,-0.2767,-0.2003,1802,38251,,,,,39,11,3,25,36840,14
601377,兴业证券,资本市场服务,J67,2016-39,2016-09-23 00:00:00,0.003958,-0.2767,-0.2003,4064,17487,,,,,210,29,44,137,164405,170
601390,中国中铁,土木工程建筑业,E48,2016-39,2016-09-23 00:00:00,-0.00274,-0.2767,-0.2003,7713,34449,,,,,340,62,115,163,264586,218
601398,工商银行,货币金融服务,J66,2016-39,2016-09-23 00:00:00,0.016018,-0.2767,-0.2003,5341,770400,,,,,79,37,9,33,74803,129
601601,中国太保,保险业,J68,2016-39,2016-09-23 00:00:00,0.036191,-0.2767,-0.2003,2376,7867,,,,,70,27,11,32,54858,64
601628,中国人寿,保险业,J68,2016-39,2016-09-23 00:00:00,0.019132,-0.2767,-0.2003,2243,114402,,,,,48,25,7,16,30638,19
601668,中国建筑,土木工程建筑业,E48,2016-39,2016-09-23 00:00:00,0.017799,-0.2767,-0.2003,8929,34222,,,,,268,98,49,121,327834,728
601669,中国电建,土木工程建筑业,E48,2016-39,2016-09-23 00:00:00,-0.009569,-0.2767,-0.2003,4287,15164,,,,,160,42,43,75,109043,230
601688,华泰证券,资本市场服务,J67,2016-39,2016-09-23 00:00:00,-0.00914,-0.2767,-0.2003,3347,40775,,,,,200,47,54,99,141840,213
601766,中国中车,铁路、船舶、航空航天和其它运输设备制造业,C37,2016-39,2016-09-23 00:00:00,-0.002195,-0.2767,-0.2003,9265,50332,,,,,404,113,103,188,397096,536
601788,光大证券,资本市场服务,J67,2016-39,2016-09-23 00:00:00,0.001847,-0.2767,-0.2003,3059,16917,,,,,89,30,25,34,74550,58
601800,中国交建,土木工程建筑业,E48,2016-39,2016-09-23 00:00:00,0.022341,-0.2767,-0.2003,2597,14055,,,,,35,16,4,15,36331,35
601818,光大银行,货币金融服务,J66,2016-39,2016-09-23 00:00:00,0.016086,-0.2767,-0.2003,4122,161118,,,,,71,23,9,39,70576,57
601857,中国石油,石油和天然气开采业,B07,2016-39,2016-09-23 00:00:00,0.001552,-0.2767,-0.2003,5082,30887,,,,,232,66,53,113,162820,307
601901,方正证券,资本市场服务,J67,2016-39,2016-09-23 00:00:00,-0.001372,-0.2767,-0.2003,5067,22457,,,,,169,40,47,82,187017,176
601985,中国核电,电力、热力生产和供应业,D44,2016-39,2016-09-23 00:00:00,0.001506,-0.2767,-0.2003,8076,38829,,,,,523,101,137,285,387377,877
601988,中国银行,货币金融服务,J66,2016-39,2016-09-23 00:00:00,0.017964,-0.2767,-0.2003,6972,558043,,,,,211,63,43,105,184851,235
601989,中国重工,铁路、船舶、航空航天和其它运输设备制造业,C37,2016-39,2016-09-23 00:00:00,-0.001585,-0.2767,-0.2003,8963,36217,,,,,632,244,202,186,424211,685
601998,中信银行,货币金融服务,J66,2016-39,2016-09-23 00:00:00,0.015332,-0.2767,-0.2003,2683,149197,,,,,66,27,10,29,67398,57
600000,浦发银行,货币金融服务,J66,2016-40,2016-09-30 00:00:00,0.000607,0.2074,0.0911,,,,,,,218,81,30,107,320333,821
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2016-40,2016-09-30 00:00:00,-0.007143,0.2074,0.0911,8388,20259,,,,,216,62,52,102,235496,194
600015,华夏银行,货币金融服务,J66,2016-40,2016-09-30 00:00:00,-0.008876,0.2074,0.0911,2980,72882,,,,,170,44,42,84,163184,130
600016,民生银行,货币金融服务,J66,2016-40,2016-09-30 00:00:00,-0.000533,0.2074,0.0911,5406,162161,,,,,96,34,15,47,91728,86
600018,上港集团,水上运输业,G55,2016-40,2016-09-30 00:00:00,-0.026616,0.2074,0.0911,5984,13509,,,,,190,63,36,91,132433,150
600028,中国石化,石油和天然气开采业,B07,2016-40,2016-09-30 00:00:00,0.002062,0.2074,0.0911,7540,33614,,,,,189,64,38,87,130349,317
600029,南方航空,航空运输业,G56,2016-40,2016-09-30 00:00:00,-0.02371,0.2074,0.0911,7014,112343,,,,,227,43,65,119,236652,273
600030,中信证券,资本市场服务,J67,2016-40,2016-09-30 00:00:00,-0.001858,0.2074,0.0911,11369,52246,,,,,472,100,145,227,428117,791
600036,招商银行,货币金融服务,J66,2016-40,2016-09-30 00:00:00,0.001112,0.2074,0.0911,4022,412152,,,,,70,26,8,36,59933,58
600048,保利地产,房地产业,K70,2016-40,2016-09-30 00:00:00,-0.013361,0.2074,0.0911,7108,36160,,,,,158,60,29,69,172898,433
600050,中国联通,电信、广播电视和卫星传输服务,I63,2016-40,2016-09-30 00:00:00,-0.009547,0.2074,0.0911,8331,199265,,,,,156,56,46,54,140225,132
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2016-40,2016-09-30 00:00:00,-0.04375,0.2074,0.0911,7394,19219,,,,,353,67,109,177,281552,520
600104,上汽集团,汽车制造业,C36,2016-40,2016-09-30 00:00:00,0.012512,0.2074,0.0911,3629,18951,,,,,90,35,20,35,74684,95
600109,国金证券,资本市场服务,J67,2016-40,2016-09-30 00:00:00,0.006304,0.2074,0.0911,3451,20247,,,,,88,39,10,39,104439,55
600111,北方稀土,有色金属冶炼及压延加工业,C32,2016-40,2016-09-30 00:00:00,-0.019048,0.2074,0.0911,9152,19988,,,,,277,68,81,128,193703,289
600150,中国船舶,铁路、船舶、航空航天和其它运输设备制造业,C37,2016-40,2016-09-30 00:00:00,-0.01191,0.2074,0.0911,4926,13437,,,,,313,93,73,147,212349,611
600256,广汇能源,石油和天然气开采业,B07,2016-40,2016-09-30 00:00:00,-0.009685,0.2074,0.0911,5582,13913,,,,,291,52,62,177,207773,215
600406,国电南瑞,软件和信息技术服务业,I65,2016-40,2016-09-30 00:00:00,0.001842,0.2074,0.0911,3730,13307,,,,,60,24,17,19,69330,42
600485,信威集团,计算机、通信和其他电子设备制造业,C39,2016-40,2016-09-30 00:00:00,-0.019451,0.2074,0.0911,8104,19776,,,,,531,103,156,272,605661,849
600518,康美药业,医药制造业,C27,2016-40,2016-09-30 00:00:00,-0.00246,0.2074,0.0911,6304,24629,,,,,116,25,31,60,192747,93
600519,贵州茅台,酒、饮料和精制茶制造业,C15,2016-40,2016-09-30 00:00:00,0.000773,0.2074,0.0911,6117,21751,,,,,366,253,52,61,206367,110
600547,山东黄金,有色金属矿采选业,B09,2016-40,2016-09-30 00:00:00,-0.049291,0.2074,0.0911,7287,31536,,,,,392,84,90,218,325056,417
600583,海油工程,开采辅助活动,B11,2016-40,2016-09-30 00:00:00,-0.01013,0.2074,0.0911,4001,10560,,,,,70,22,9,39,61665,50
600585,海螺水泥,非金属矿物制品业,C30,2016-40,2016-09-30 00:00:00,0.001188,0.2074,0.0911,3821,12294,,,,,71,34,14,23,50371,46
600637,东方明珠,电信、广播电视和卫星传输服务,I63,2016-40,2016-09-30 00:00:00,-0.031752,0.2074,0.0911,3998,38417,,,,,,,,,,
600690,青岛海尔,电气机械及器材制造业,C38,2016-40,2016-09-30 00:00:00,-0.027804,0.2074,0.0911,6868,18576,,,,,124,35,33,56,171272,117
600795,国电电力,电力、热力生产和供应业,D44,2016-40,2016-09-30 00:00:00,-0.010033,0.2074,0.0911,6815,19567,,,,,209,62,46,101,201381,195
600837,海通证券,资本市场服务,J67,2016-40,2016-09-30 00:00:00,0.000629,0.2074,0.0911,3702,25035,,,,,109,41,17,51,99878,78
600893,中航动力,铁路、船舶、航空航天和其它运输设备制造业,C37,2016-40,2016-09-30 00:00:00,-0.016342,0.2074,0.0911,3816,11281,,,,,112,35,32,45,96837,93
600958,东方证券,资本市场服务,J67,2016-40,2016-09-30 00:00:00,-0.019207,0.2074,0.0911,2470,13683,,,,,131,21,44,66,104392,104
600999,招商证券,资本市场服务,J67,2016-40,2016-09-30 00:00:00,-0.003218,0.2074,0.0911,2918,26701,,,,,88,32,15,41,120839,110
601006,大秦铁路,铁路运输业,G53,2016-40,2016-09-30 00:00:00,0.0144,0.2074,0.0911,3344,11398,,,,,264,104,53,107,176358,318
601088,中国神华,煤炭开采和洗选业,B06,2016-40,2016-09-30 00:00:00,-0.002625,0.2074,0.0911,4433,12756,,,,,142,67,16,59,131879,146
601166,兴业银行,货币金融服务,J66,2016-40,2016-09-30 00:00:00,-0.000626,0.2074,0.0911,3987,151788,,,,,96,40,20,36,90216,171
601169,北京银行,货币金融服务,J66,2016-40,2016-09-30 00:00:00,-0.002193,0.2074,0.0911,2890,51332,,,,,94,32,15,47,79204,75
601186,中国铁建,土木工程建筑业,E48,2016-40,2016-09-30 00:00:00,-0.017448,0.2074,0.0911,4661,20448,,,,,221,83,57,81,215504,215
601198,东兴证券,资本市场服务,J67,2016-40,2016-09-30 00:00:00,0.008264,0.2074,0.0911,2526,14780,,,,,164,45,47,72,155160,161
601211,国泰君安,资本市场服务,J67,2016-40,2016-09-30 00:00:00,-0.016084,0.2074,0.0911,3732,36067,,,,,210,56,70,84,166374,251
601288,农业银行,货币金融服务,J66,2016-40,2016-09-30 00:00:00,-0.006349,0.2074,0.0911,5859,403819,,,,,87,30,14,43,73799,67
601318,中国平安,保险业,J68,2016-40,2016-09-30 00:00:00,-0.020923,0.2074,0.0911,6291,71799,,,,,139,45,25,69,134435,113
601328,交通银行,货币金融服务,J66,2016-40,2016-09-30 00:00:00,-0.007181,0.2074,0.0911,3590,295047,,,,,89,34,22,33,71153,61
601336,新华保险,保险业,J68,2016-40,2016-09-30 00:00:00,-0.017406,0.2074,0.0911,1656,36892,,,,,40,7,11,22,24693,5
601377,兴业证券,资本市场服务,J67,2016-40,2016-09-30 00:00:00,-0.00657,0.2074,0.0911,4066,16677,,,,,132,27,31,74,104259,107
601390,中国中铁,土木工程建筑业,E48,2016-40,2016-09-30 00:00:00,-0.03022,0.2074,0.0911,7131,30752,,,,,314,73,91,150,225484,241
601398,工商银行,货币金融服务,J66,2016-40,2016-09-30 00:00:00,-0.002252,0.2074,0.0911,4925,763572,,,,,110,41,16,53,81692,72
601601,中国太保,保险业,J68,2016-40,2016-09-30 00:00:00,-0.025093,0.2074,0.0911,2328,7599,,,,,45,20,5,20,48579,65
601628,中国人寿,保险业,J68,2016-40,2016-09-30 00:00:00,-0.019689,0.2074,0.0911,2341,106635,,,,,55,23,7,25,39577,25
601668,中国建筑,土木工程建筑业,E48,2016-40,2016-09-30 00:00:00,-0.019078,0.2074,0.0911,8077,30524,,,,,293,101,60,132,385102,742
601669,中国电建,土木工程建筑业,E48,2016-40,2016-09-30 00:00:00,-0.037037,0.2074,0.0911,3951,14011,,,,,194,48,72,74,117141,235
601688,华泰证券,资本市场服务,J67,2016-40,2016-09-30 00:00:00,-0.026044,0.2074,0.0911,3766,38884,,,,,194,42,60,92,130272,244
601766,中国中车,铁路、船舶、航空航天和其它运输设备制造业,C37,2016-40,2016-09-30 00:00:00,-0.014301,0.2074,0.0911,8590,44952,,,,,406,122,107,177,318299,541
601788,光大证券,资本市场服务,J67,2016-40,2016-09-30 00:00:00,-0.001844,0.2074,0.0911,2773,16521,,,,,61,18,11,32,50476,48
601800,中国交建,土木工程建筑业,E48,2016-40,2016-09-30 00:00:00,-0.034965,0.2074,0.0911,2238,13682,,,,,50,18,11,21,36756,37
601818,光大银行,货币金融服务,J66,2016-40,2016-09-30 00:00:00,0,0.2074,0.0911,3828,156898,,,,,55,25,5,25,62769,71
601857,中国石油,石油和天然气开采业,B07,2016-40,2016-09-30 00:00:00,-0.006878,0.2074,0.0911,4970,29381,,,,,293,90,63,140,198170,314
601901,方正证券,资本市场服务,J67,2016-40,2016-09-30 00:00:00,0.008242,0.2074,0.0911,4982,20879,,,,,118,29,21,68,118741,159
601985,中国核电,电力、热力生产和供应业,D44,2016-40,2016-09-30 00:00:00,-0.001504,0.2074,0.0911,6756,27015,,,,,298,88,64,146,228129,337
601988,中国银行,货币金融服务,J66,2016-40,2016-09-30 00:00:00,-0.008824,0.2074,0.0911,6525,571081,,,,,186,65,39,82,150444,139
601989,中国重工,铁路、船舶、航空航天和其它运输设备制造业,C37,2016-40,2016-09-30 00:00:00,-0.015873,0.2074,0.0911,8376,33330,,,,,593,251,149,193,384676,377
601998,中信银行,货币金融服务,J66,2016-40,2016-09-30 00:00:00,0.003356,0.2074,0.0911,2543,140324,,,,,50,17,12,21,43375,25
600000,浦发银行,货币金融服务,J66,2016-42,2016-10-14 00:00:00,-0.001819,0.0805,0.3496,,,,,,,166,60,32,74,204575,558
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2016-42,2016-10-14 00:00:00,0.007194,0.0805,0.3496,8805,22474,,,,,224,61,51,112,222173,274
600015,华夏银行,货币金融服务,J66,2016-42,2016-10-14 00:00:00,0.0199,0.0805,0.3496,3735,78058,,,,,154,55,29,70,183891,172
600016,民生银行,货币金融服务,J66,2016-42,2016-10-14 00:00:00,-0.00216,0.0805,0.3496,5630,185783,,,,,108,32,40,36,114228,82
600018,上港集团,水上运输业,G55,2016-42,2016-10-14 00:00:00,0.011719,0.0805,0.3496,5958,12835,,,,,73,30,14,29,44626,26
600028,中国石化,石油和天然气开采业,B07,2016-42,2016-10-14 00:00:00,0.016461,0.0805,0.3496,7967,36000,,,,,176,63,31,82,147401,334
600029,南方航空,航空运输业,G56,2016-42,2016-10-14 00:00:00,0.04,0.0805,0.3496,7375,106034,,,,,172,51,36,85,271485,282
600030,中信证券,资本市场服务,J67,2016-42,2016-10-14 00:00:00,0.021092,0.0805,0.3496,12221,60553,,,,,308,72,70,166,399600,476
600036,招商银行,货币金融服务,J66,2016-42,2016-10-14 00:00:00,0.005556,0.0805,0.3496,4502,460272,,,,,53,22,4,27,28359,21
600048,保利地产,房地产业,K70,2016-42,2016-10-14 00:00:00,-0.041667,0.0805,0.3496,7638,41485,,,,,307,103,70,134,309739,564
600050,中国联通,电信、广播电视和卫星传输服务,I63,2016-42,2016-10-14 00:00:00,0.245783,0.0805,0.3496,17876,251449,,,,,1025,320,185,520,1780030,1880
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2016-42,2016-10-14 00:00:00,0.022513,0.0805,0.3496,7785,20487,,,,,220,60,42,118,216906,308
600104,上汽集团,汽车制造业,C36,2016-42,2016-10-14 00:00:00,0.024256,0.0805,0.3496,4004,21139,,,,,111,47,17,47,98677,140
600109,国金证券,资本市场服务,J67,2016-42,2016-10-14 00:00:00,0.010963,0.0805,0.3496,3637,22268,,,,,97,32,22,43,123656,133
600111,北方稀土,有色金属冶炼及压延加工业,C32,2016-42,2016-10-14 00:00:00,0.005663,0.0805,0.3496,9182,19945,,,,,196,57,48,91,178396,168
600150,中国船舶,铁路、船舶、航空航天和其它运输设备制造业,C37,2016-42,2016-10-14 00:00:00,0.088085,0.0805,0.3496,7118,19450,,,,,197,60,40,97,212684,286
600256,广汇能源,石油和天然气开采业,B07,2016-42,2016-10-14 00:00:00,0.01956,0.0805,0.3496,5888,14573,,,,,186,46,38,102,231089,235
600406,国电南瑞,软件和信息技术服务业,I65,2016-42,2016-10-14 00:00:00,0.020221,0.0805,0.3496,4187,15233,,,,,52,21,7,24,76548,48
600485,信威集团,计算机、通信和其他电子设备制造业,C39,2016-42,2016-10-14 00:00:00,0.019837,0.0805,0.3496,7950,20084,,,,,420,68,126,226,537663,491
600518,康美药业,医药制造业,C27,2016-42,2016-10-14 00:00:00,0.057337,0.0805,0.3496,8256,30109,,,,,189,39,47,103,416626,543
600519,贵州茅台,酒、饮料和精制茶制造业,C15,2016-42,2016-10-14 00:00:00,0.025813,0.0805,0.3496,5711,21295,,,,,282,175,50,57,153273,182
600547,山东黄金,有色金属矿采选业,B09,2016-42,2016-10-14 00:00:00,-0.024352,0.0805,0.3496,7689,34512,,,,,364,95,86,183,329445,518
600583,海油工程,开采辅助活动,B11,2016-42,2016-10-14 00:00:00,0.032164,0.0805,0.3496,4684,12094,,,,,38,14,7,17,48159,24
600585,海螺水泥,非金属矿物制品业,C30,2016-42,2016-10-14 00:00:00,-0.02908,0.0805,0.3496,4328,13364,,,,,98,36,24,38,100819,101
600637,东方明珠,电信、广播电视和卫星传输服务,I63,2016-42,2016-10-14 00:00:00,0.008907,0.0805,0.3496,4179,36095,,,,,,,,,,
600690,青岛海尔,电气机械及器材制造业,C38,2016-42,2016-10-14 00:00:00,0.000986,0.0805,0.3496,6932,18790,,,,,137,39,32,66,131939,120
600795,国电电力,电力、热力生产和供应业,D44,2016-42,2016-10-14 00:00:00,0.013514,0.0805,0.3496,7217,22902,,,,,230,74,47,109,177963,172
600837,海通证券,资本市场服务,J67,2016-42,2016-10-14 00:00:00,0.003143,0.0805,0.3496,3715,32181,,,,,63,26,14,23,57499,34
600958,东方证券,资本市场服务,J67,2016-42,2016-10-14 00:00:00,0.012003,0.0805,0.3496,2714,14783,,,,,103,33,30,40,146586,109
600999,招商证券,资本市场服务,J67,2016-42,2016-10-14 00:00:00,0.001745,0.0805,0.3496,2977,30085,,,,,84,28,8,48,68378,47
601006,大秦铁路,铁路运输业,G53,2016-42,2016-10-14 00:00:00,0.025237,0.0805,0.3496,4072,14630,,,,,300,127,70,103,263578,421
601088,中国神华,煤炭开采和洗选业,B06,2016-42,2016-10-14 00:00:00,0.021711,0.0805,0.3496,4916,14229,,,,,146,75,15,56,164875,203
601166,兴业银行,货币金融服务,J66,2016-42,2016-10-14 00:00:00,0.007514,0.0805,0.3496,4183,166210,,,,,97,41,18,38,106840,139
601169,北京银行,货币金融服务,J66,2016-42,2016-10-14 00:00:00,0.008791,0.0805,0.3496,4356,63929,,,,,248,89,45,114,519075,593
601186,中国铁建,土木工程建筑业,E48,2016-42,2016-10-14 00:00:00,0.073252,0.0805,0.3496,5505,25805,,,,,177,61,30,86,213690,207
601198,东兴证券,资本市场服务,J67,2016-42,2016-10-14 00:00:00,0.050091,0.0805,0.3496,3738,19184,,,,,225,62,42,121,264951,236
601211,国泰君安,资本市场服务,J67,2016-42,2016-10-14 00:00:00,-0.006201,0.0805,0.3496,3794,41310,,,,,269,73,66,130,197076,249
